LineId,AppId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate,ParameterList
4236,application_1445062781478_0012,2015-10-17,"15:38:05,251",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,6659e8b0,Resolved <*> to /default-rack,[]
4237,application_1445062781478_0012,2015-10-17,"15:38:05,251",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,6659e8b0,Resolved <*> to /default-rack,[]
4238,application_1445062781478_0012,2015-10-17,"15:38:05,251",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445062781478_0012_m_000007 Task Transitioned from NEW to SCHEDULED,3be0b589,<*> Task Transitioned from <*> to <*>,[]
4239,application_1445062781478_0012,2015-10-17,"15:38:05,251",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,6659e8b0,Resolved <*> to /default-rack,[]
4240,application_1445062781478_0012,2015-10-17,"15:38:05,251",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,6659e8b0,Resolved <*> to /default-rack,[]
4241,application_1445062781478_0012,2015-10-17,"15:38:05,251",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445062781478_0012_m_000008 Task Transitioned from NEW to SCHEDULED,3be0b589,<*> Task Transitioned from <*> to <*>,[]
4242,application_1445062781478_0012,2015-10-17,"15:38:05,251",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,6659e8b0,Resolved <*> to /default-rack,[]
4243,application_1445062781478_0012,2015-10-17,"15:38:05,251",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,6659e8b0,Resolved <*> to /default-rack,[]
4244,application_1445062781478_0012,2015-10-17,"15:38:05,251",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445062781478_0012_m_000009 Task Transitioned from NEW to SCHEDULED,3be0b589,<*> Task Transitioned from <*> to <*>,[]
4245,application_1445062781478_0012,2015-10-17,"15:38:05,251",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445062781478_0012_r_000000 Task Transitioned from NEW to SCHEDULED,3be0b589,<*> Task Transitioned from <*> to <*>,[]
4246,application_1445062781478_0012,2015-10-17,"15:38:05,267",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4247,application_1445062781478_0012,2015-10-17,"15:38:05,267",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000001_0 TaskAttempt Transitioned from NEW to UNASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4248,application_1445062781478_0012,2015-10-17,"15:38:05,267",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000002_0 TaskAttempt Transitioned from NEW to UNASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4249,application_1445062781478_0012,2015-10-17,"15:38:05,267",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000003_0 TaskAttempt Transitioned from NEW to UNASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4250,application_1445062781478_0012,2015-10-17,"15:38:05,267",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000004_0 TaskAttempt Transitioned from NEW to UNASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4251,application_1445062781478_0012,2015-10-17,"15:38:05,267",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000005_0 TaskAttempt Transitioned from NEW to UNASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4252,application_1445062781478_0012,2015-10-17,"15:38:05,267",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000006_0 TaskAttempt Transitioned from NEW to UNASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4253,application_1445062781478_0012,2015-10-17,"15:38:05,267",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000007_0 TaskAttempt Transitioned from NEW to UNASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4254,application_1445062781478_0012,2015-10-17,"15:38:05,267",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000008_0 TaskAttempt Transitioned from NEW to UNASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4255,application_1445062781478_0012,2015-10-17,"15:38:05,267",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000009_0 TaskAttempt Transitioned from NEW to UNASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4256,application_1445062781478_0012,2015-10-17,"15:38:05,267",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_r_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4257,application_1445062781478_0012,2015-10-17,"15:38:05,267",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"mapResourceRequest:<memory:1024, vCores:1>",5f986200,"mapResourceRequest:<memory:1024, vCores:1>",[]
4258,application_1445062781478_0012,2015-10-17,"15:38:05,282",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"reduceResourceRequest:<memory:1024, vCores:1>",3da042e6,"reduceResourceRequest:<memory:1024, vCores:1>",[]
4259,application_1445062781478_0012,2015-10-17,"15:38:05,282",INFO,eventHandlingThread,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,"Event Writer setup for JobId: job_1445062781478_0012, File: hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445062781478_0012/job_1445062781478_0012_1.jhist",954065f5,"Event Writer setup for JobId: <*>, File: <*>",[]
4260,application_1445062781478_0012,2015-10-17,"15:38:06,189",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Before Scheduling: PendingReds:1 ScheduledMaps:10 ScheduledReds:0 AssignedMaps:0 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:0 ContRel:0 HostLocal:0 RackLocal:0,14e6eab0,Before Scheduling: PendingReds:1 <*> ScheduledReds:0 <*> AssignedReds:0 <*> CompletedReds:0 <*> <*> HostLocal:0 <*>,[]
4261,application_1445062781478_0012,2015-10-17,"15:38:06,220",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445062781478_0012: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:17408, vCores:-18> knownNMs=5",24493f27,getResources() for application_<*>_0012: ask=4 release= <*> <*> <*> <*> <*> knownNMs=5,[]
4262,application_1445062781478_0012,2015-10-17,"15:38:06,251",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:17408, vCores:-18>",bae0e03b,"Recalculating schedule, <*> <*>",[]
4263,application_1445062781478_0012,2015-10-17,"15:38:06,251",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
4264,application_1445062781478_0012,2015-10-17,"15:38:07,251",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:15360, vCores:-20>",bae0e03b,"Recalculating schedule, <*> <*>",[]
4265,application_1445062781478_0012,2015-10-17,"15:38:07,251",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
4266,application_1445062781478_0012,2015-10-17,"15:38:08,282",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 1,0f71bb1f,Got allocated containers <*>,[]
4267,application_1445062781478_0012,2015-10-17,"15:38:08,282",INFO,RMCommunicator Allocator,org.apache.hadoop.yarn.util.RackResolver,Resolved MININT-FNANLI5.fareast.corp.microsoft.com to /default-rack,6659e8b0,Resolved <*> to /default-rack,[]
4268,application_1445062781478_0012,2015-10-17,"15:38:08,282",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_1445062781478_0012_01_000002 to attempt_1445062781478_0012_m_000000_0,5e5f5ff9,Assigned container <*> to <*>,[]
4269,application_1445062781478_0012,2015-10-17,"15:38:08,282",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:12288, vCores:-23>",bae0e03b,"Recalculating schedule, <*> <*>",[]
4270,application_1445062781478_0012,2015-10-17,"15:38:08,282",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
4271,application_1445062781478_0012,2015-10-17,"15:38:08,282",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:1 ScheduledMaps:9 ScheduledReds:0 AssignedMaps:1 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:1 ContRel:0 HostLocal:0 RackLocal:1,ffb8e2a9,After Scheduling: PendingReds:1 <*> ScheduledReds:0 <*> AssignedReds:0 CompletedMaps:0 CompletedReds:0 <*> <*> <*> <*>,[]
4272,application_1445062781478_0012,2015-10-17,"15:38:08,439",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MININT-FNANLI5.fareast.corp.microsoft.com to /default-rack,6659e8b0,Resolved <*> to /default-rack,[]
4273,application_1445062781478_0012,2015-10-17,"15:38:08,470",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,The job-jar file on the remote FS is hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445062781478_0012/job.jar,7a1247db,The job-jar file on the remote FS is hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/<*>/job.jar,[]
4274,application_1445062781478_0012,2015-10-17,"15:38:08,486",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,The job-conf file on the remote FS is /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445062781478_0012/job.xml,7863e753,The job-conf file on the remote FS is /tmp/hadoop-yarn/staging/msrabi/.staging/<*>/job.xml,[]
4275,application_1445062781478_0012,2015-10-17,"15:38:08,486",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Adding #0 tokens and #1 secret keys for NM use for launching container,60d079c6,Adding #0 tokens and #1 secret keys for NM use for launching container,[]
4276,application_1445062781478_0012,2015-10-17,"15:38:08,486",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Size of containertokens_dob is 1,a83c59ee,Size of containertokens_dob is 1,[]
4277,application_1445062781478_0012,2015-10-17,"15:38:08,486",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Putting shuffle token in serviceData,944f8887,Putting shuffle token in serviceData,[]
4278,application_1445062781478_0012,2015-10-17,"15:38:08,642",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000000_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4279,application_1445062781478_0012,2015-10-17,"15:38:08,673",INFO,ContainerLauncher #0,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445062781478_0012_01_000002 taskAttempt attempt_1445062781478_0012_m_000000_0,9f1747b1,Processing the event EventType: <*> for container <*> taskAttempt <*>,[]
4280,application_1445062781478_0012,2015-10-17,"15:38:08,673",INFO,ContainerLauncher #0,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Launching attempt_1445062781478_0012_m_000000_0,d998f71d,Launching attempt_<*>_0012_m_000000_0,[]
4281,application_1445062781478_0012,2015-10-17,"15:38:08,673",INFO,ContainerLauncher #0,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com:64642,fc9ef42a,Opening proxy : <*>,[]
4282,application_1445062781478_0012,2015-10-17,"15:38:09,032",INFO,ContainerLauncher #0,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Shuffle port returned by ContainerManager for attempt_1445062781478_0012_m_000000_0 : 13562,f4ac93f2,Shuffle port returned by ContainerManager for <*> : <*>,[]
4283,application_1445062781478_0012,2015-10-17,"15:38:09,032",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,TaskAttempt: [attempt_1445062781478_0012_m_000000_0] using containerId: [container_1445062781478_0012_01_000002 on NM: [MININT-FNANLI5.fareast.corp.microsoft.com:64642],c1fd6443,TaskAttempt: <*> using containerId: <*> on NM: <*>,[]
4284,application_1445062781478_0012,2015-10-17,"15:38:09,032",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000000_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4285,application_1445062781478_0012,2015-10-17,"15:38:09,032",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,ATTEMPT_START task_1445062781478_0012_m_000000,e215e532,ATTEMPT_START <*>,[]
4286,application_1445062781478_0012,2015-10-17,"15:38:09,032",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445062781478_0012_m_000000 Task Transitioned from SCHEDULED to RUNNING,3be0b589,<*> Task Transitioned from <*> to <*>,[]
4287,application_1445062781478_0012,2015-10-17,"15:38:09,345",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445062781478_0012: ask=4 release= 0 newContainers=1 finishedContainers=0 resourcelimit=<memory:8192, vCores:-27> knownNMs=5",24493f27,getResources() for application_<*>_0012: ask=4 release= <*> <*> <*> <*> <*> knownNMs=5,[]
4288,application_1445062781478_0012,2015-10-17,"15:38:09,345",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 1,0f71bb1f,Got allocated containers <*>,[]
4289,application_1445062781478_0012,2015-10-17,"15:38:09,345",INFO,RMCommunicator Allocator,org.apache.hadoop.yarn.util.RackResolver,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack,6659e8b0,Resolved <*> to /default-rack,[]
4290,application_1445062781478_0012,2015-10-17,"15:38:09,345",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_1445062781478_0012_01_000003 to attempt_1445062781478_0012_m_000001_0,5e5f5ff9,Assigned container <*> to <*>,[]
4291,application_1445062781478_0012,2015-10-17,"15:38:09,345",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:8192, vCores:-27>",bae0e03b,"Recalculating schedule, <*> <*>",[]
4292,application_1445062781478_0012,2015-10-17,"15:38:09,345",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
4293,application_1445062781478_0012,2015-10-17,"15:38:09,345",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:1 ScheduledMaps:8 ScheduledReds:0 AssignedMaps:2 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:2 ContRel:0 HostLocal:0 RackLocal:2,ffb8e2a9,After Scheduling: PendingReds:1 <*> ScheduledReds:0 <*> AssignedReds:0 CompletedMaps:0 CompletedReds:0 <*> <*> <*> <*>,[]
4294,application_1445062781478_0012,2015-10-17,"15:38:09,345",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack,6659e8b0,Resolved <*> to /default-rack,[]
4295,application_1445062781478_0012,2015-10-17,"15:38:09,345",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000001_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4296,application_1445062781478_0012,2015-10-17,"15:38:09,376",INFO,ContainerLauncher #1,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445062781478_0012_01_000003 taskAttempt attempt_1445062781478_0012_m_000001_0,9f1747b1,Processing the event EventType: <*> for container <*> taskAttempt <*>,[]
4297,application_1445062781478_0012,2015-10-17,"15:38:09,376",INFO,ContainerLauncher #1,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Launching attempt_1445062781478_0012_m_000001_0,73059a27,Launching attempt_<*>_0012_m_000001_0,[]
4298,application_1445062781478_0012,2015-10-17,"15:38:09,376",INFO,ContainerLauncher #1,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Opening proxy : 04DN8IQ.fareast.corp.microsoft.com:64484,fc9ef42a,Opening proxy : <*>,[]
4299,application_1445062781478_0012,2015-10-17,"15:38:09,736",INFO,ContainerLauncher #1,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Shuffle port returned by ContainerManager for attempt_1445062781478_0012_m_000001_0 : 13562,f4ac93f2,Shuffle port returned by ContainerManager for <*> : <*>,[]
4300,application_1445062781478_0012,2015-10-17,"15:38:09,751",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,TaskAttempt: [attempt_1445062781478_0012_m_000001_0] using containerId: [container_1445062781478_0012_01_000003 on NM: [04DN8IQ.fareast.corp.microsoft.com:64484],c1fd6443,TaskAttempt: <*> using containerId: <*> on NM: <*>,[]
4301,application_1445062781478_0012,2015-10-17,"15:38:09,751",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000001_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4302,application_1445062781478_0012,2015-10-17,"15:38:09,751",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,ATTEMPT_START task_1445062781478_0012_m_000001,e215e532,ATTEMPT_START <*>,[]
4303,application_1445062781478_0012,2015-10-17,"15:38:09,751",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445062781478_0012_m_000001 Task Transitioned from SCHEDULED to RUNNING,3be0b589,<*> Task Transitioned from <*> to <*>,[]
4304,application_1445062781478_0012,2015-10-17,"15:38:10,376",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445062781478_0012: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:9216, vCores:-26> knownNMs=5",24493f27,getResources() for application_<*>_0012: ask=4 release= <*> <*> <*> <*> <*> knownNMs=5,[]
4305,application_1445062781478_0012,2015-10-17,"15:38:10,376",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:9216, vCores:-26>",bae0e03b,"Recalculating schedule, <*> <*>",[]
4306,application_1445062781478_0012,2015-10-17,"15:38:10,376",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
4307,application_1445062781478_0012,2015-10-17,"15:38:11,423",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 2,0f71bb1f,Got allocated containers <*>,[]
4308,application_1445062781478_0012,2015-10-17,"15:38:11,423",INFO,RMCommunicator Allocator,org.apache.hadoop.yarn.util.RackResolver,Resolved MININT-FNANLI5.fareast.corp.microsoft.com to /default-rack,6659e8b0,Resolved <*> to /default-rack,[]
4309,application_1445062781478_0012,2015-10-17,"15:38:11,423",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_1445062781478_0012_01_000004 to attempt_1445062781478_0012_m_000002_0,5e5f5ff9,Assigned container <*> to <*>,[]
4310,application_1445062781478_0012,2015-10-17,"15:38:11,423",INFO,RMCommunicator Allocator,org.apache.hadoop.yarn.util.RackResolver,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack,6659e8b0,Resolved <*> to /default-rack,[]
4311,application_1445062781478_0012,2015-10-17,"15:38:11,423",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MININT-FNANLI5.fareast.corp.microsoft.com to /default-rack,6659e8b0,Resolved <*> to /default-rack,[]
4312,application_1445062781478_0012,2015-10-17,"15:38:11,423",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_1445062781478_0012_01_000005 to attempt_1445062781478_0012_m_000003_0,5e5f5ff9,Assigned container <*> to <*>,[]
4313,application_1445062781478_0012,2015-10-17,"15:38:11,423",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:8192, vCores:-27>",bae0e03b,"Recalculating schedule, <*> <*>",[]
4314,application_1445062781478_0012,2015-10-17,"15:38:11,423",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,[]
4315,application_1445062781478_0012,2015-10-17,"15:38:11,423",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:1 ScheduledMaps:6 ScheduledReds:0 AssignedMaps:4 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:4 ContRel:0 HostLocal:0 RackLocal:4,ffb8e2a9,After Scheduling: PendingReds:1 <*> ScheduledReds:0 <*> AssignedReds:0 CompletedMaps:0 CompletedReds:0 <*> <*> <*> <*>,[]
4316,application_1445062781478_0012,2015-10-17,"15:38:11,423",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000002_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4317,application_1445062781478_0012,2015-10-17,"15:38:11,423",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack,6659e8b0,Resolved <*> to /default-rack,[]
4318,application_1445062781478_0012,2015-10-17,"15:38:11,423",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445062781478_0012_m_000003_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,63fbbb87,<*> TaskAttempt Transitioned from <*> to <*>,[]
4319,application_1445062781478_0012,2015-10-17,"15:38:11,548",INFO,ContainerLauncher #2,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445062781478_0012_01_000004 taskAttempt attempt_1445062781478_0012_m_000002_0,9f1747b1,Processing the event EventType: <*> for container <*> taskAttempt <*>,[]
4320,application_1445062781478_0012,2015-10-17,"15:38:11,548",INFO,ContainerLauncher #2,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Launching attempt_1445062781478_0012_m_000002_0,11643cb0,Launching attempt_<*>_0012_m_000002_0,[]
4321,application_1445062781478_0012,2015-10-17,"15:38:11,548",INFO,ContainerLauncher #2,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com:64642,fc9ef42a,Opening proxy : <*>,[]
4322,application_1445062781478_0012,2015-10-17,"15:38:11,626",INFO,ContainerLauncher #3,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445062781478_0012_01_000005 taskAttempt attempt_1445062781478_0012_m_000003_0,9f1747b1,Processing the event EventType: <*> for container <*> taskAttempt <*>,[]
4323,application_1445062781478_0012,2015-10-17,"15:38:11,626",INFO,ContainerLauncher #3,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Launching attempt_1445062781478_0012_m_000003_0,03690f13,Launching attempt_<*>_0012_m_000003_0,[]
4324,application_1445062781478_0012,2015-10-17,"15:38:11,626",INFO,ContainerLauncher #3,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Opening proxy : 04DN8IQ.fareast.corp.microsoft.com:64484,fc9ef42a,Opening proxy : <*>,[]
