EventId,EventTemplate,Occurrences
7f6d5ddc,KILLING attempt_<*>_0020_m_000007_1000,1
1bab6f3e,KILLING attempt_<*>_0020_m_000007_1001,1
7e821d90,KILLING attempt_<*>_0020_r_000000_1000,1
4ccea502,I/O error constructing remote block reader.,16
938a0856,"Failed to connect to /<*>:<*> for block, add to deadNodes and continue. java.net.NoRouteToHostException: No route to host: no further information",10
a1baaaff,"Could not obtain <*> from any node: java.io.IOException: No live nodes contain block <*> after checking nodes = [<*>:<*>, <*>:<*>], ignoredNodes = null No live nodes contain current block Block locations: <*>:<*> <*>:<*> Dead nodes: <*>:<*> <*>:<*>. Will get new block locations from namenode and retry...",5
d012f973,"DFS chooseDataNode: got # 1 IOException, will wait for <*> msec.",6
8a08c061,DFS Read,3
7cec9f06,Exception running child : java.net.NoRouteToHostException: No Route to Host from MININT-FNANLI5/<*> to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,2
b99c6b8e,Runnning cleanup for the task,4
54544868,Exception cleaning up: java.net.NoRouteToHostException: No Route to Host from MININT-FNANLI5/<*> to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,2
b7d5a75d,Failure sending status update: java.io.IOException: Failed on local exception: java.io.IOException: An existing connection was forcibly closed by the remote host; Host Details : local host is: <*> destination host is: <*>,4
7313aeb8,Launching attempt_<*>_0013_m_000000_0,2
2123f00d,Launching attempt_<*>_0013_m_000002_0,2
5f66255f,Launching attempt_<*>_0013_m_000003_0,2
dd42b25f,Launching attempt_<*>_0013_m_000001_0,2
e12187eb,Launching attempt_<*>_0013_m_000004_0,2
6eaab7bf,Launching attempt_<*>_0013_m_000005_0,2
916ea144,Launching attempt_<*>_0013_m_000006_0,2
f92b0c00,Launching attempt_<*>_0013_m_000007_0,2
d6977aa1,Launching attempt_<*>_0013_m_000008_0,2
5d668aa1,"Releasing unassigned and invalid container Container: [ContainerId: <*> NodeId: <*> NodeHttpAddress: <*> Resource: <memory:1024, vCores:1>, Priority: 20, Token: Token { kind: ContainerToken, service: <*>:<*> }, ]. RM may have assignment issues",6
9049e289,Launching attempt_<*>_0013_m_000009_0,2
37efede1,getResources() for <*> ask=4 release= <*> newContainers=1 <*> <*> <*> knownNMs=5,3
2dec4107,getResources() for <*> <*> release= 1 newContainers=0 finishedContainers=1 <*> <*> knownNMs=5,6
23a63b1d,"Unable to parse prior job history, aborting recovery",4
a0380f1e,Could not parse the old history file. Will not have old AMinfos,4
d822ec1e,Launching attempt_<*>_0013_m_000005_1000,1
4098d372,Launching attempt_<*>_0013_m_000009_1000,1
8d31a611,Launching attempt_<*>_0013_m_000002_1000,1
e0021a1c,Launching attempt_<*>_0013_m_000007_1000,1
f4bf7285,Launching attempt_<*>_0013_m_000006_1000,1
633a3a4c,Launching attempt_<*>_0013_m_000003_1000,1
4bc0f77b,Launching attempt_<*>_0013_m_000008_1000,1
86090dbe,Launching attempt_<*>_0013_m_000001_1000,1
8933c3bc,Launching attempt_<*>_0013_m_000004_1000,1
76562f4b,Launching attempt_<*>_0013_m_000000_1000,1
4716275a,KILLING attempt_<*>_0013_m_000009_1000,1
10ea9686,Launching attempt_<*>_0013_m_000008_1001,1
9cd6a322,Launching attempt_<*>_0013_r_000000_1000,1
cb4906ee,Launching attempt_<*>_0013_m_000003_1001,1
8bebe468,Launching attempt_<*>_0013_m_000005_1001,1
5e34a1aa,Launching attempt_<*>_0013_m_000000_1001,1
31a61185,KILLING attempt_<*>_0013_m_000004_1000,1
c2e1cd46,KILLING attempt_<*>_0013_m_000006_1000,1
9bab1074,KILLING attempt_<*>_0013_m_000007_1000,1
c57284b7,KILLING attempt_<*>_0013_m_000001_1000,1
ef2ab215,KILLING attempt_<*>_0013_m_000002_1000,1
66de50cd,KILLING attempt_<*>_0013_m_000000_1000,1
7d2b7fff,KILLING attempt_<*>_0013_m_000000_1001,1
0be8f835,KILLING attempt_<*>_0013_m_000003_1000,1
dbe856e2,KILLING attempt_<*>_0013_m_000003_1001,1
de3a8b5c,KILLING attempt_<*>_0013_m_000005_1000,1
837df42c,KILLING attempt_<*>_0013_m_000005_1001,1
8b5927d3,KILLING attempt_<*>_0013_m_000008_1000,1
8afd8848,KILLING attempt_<*>_0013_m_000008_1001,1
a8e9da10,KILLING attempt_<*>_0013_r_000000_1000,1
04865c94,Before Scheduling: PendingReds:0 ScheduledMaps:0 ScheduledReds:0 <*> AssignedReds:1 <*> CompletedReds:1 <*> <*> <*> <*>,33
62cca54e,Before Scheduling: <*> ScheduledMaps:1 <*> <*> AssignedReds:0 <*> CompletedReds:0 ContAlloc:12 ContRel:2 HostLocal:4 RackLocal:6,4
25a1b4d1,"completedMapPercent 0.2 <*> <*> <*> <*> <*> vCores:-5> netScheduledMapResource:<memory:9216, vCores:9> netScheduledReduceResource:<memory:0, vCores:0>",2
d0d79e8b,After Scheduling: PendingReds:0 <*> ScheduledReds:1 <*> AssignedReds:0 <*> CompletedReds:0 <*> ContRel:2 <*> <*>,6
ea166ab4,"getResources() for <*> <*> release= 0 <*> <*> resourcelimit=<memory:0, vCores:-35> knownNMs=5",87
0d55bf0e,Before Scheduling: PendingReds:0 <*> ScheduledReds:0 <*> AssignedReds:1 <*> CompletedReds:0 <*> ContRel:2 <*> <*>,45
e7b0278b,Launching attempt_<*>_0003_m_000005_1,2
cf3ebf28,Launching attempt_<*>_0003_m_000008_1,3
f76da67c,KILLING attempt_<*>_0003_m_000005_1,2
0e75bc96,KILLING attempt_<*>_0003_m_000008_1,3
a018cf56,Exception in createBlockOutputStream,25
6ff2853b,Abandoning BP-<*>-<*>-<*>:blk_<*>_1855,1
368d14a5,Excluding datanode <*>:<*>,25
27ee0bb7,Abandoning BP-<*>-<*>-<*>:blk_<*>_1851,1
91c8784e,Merging 4 intermediate segments out of a total of 13,7
dfb8444a,Abandoning BP-<*>-<*>-<*>:blk_<*>_2097,1
f1ee2765,Launching attempt_<*>_0001_m_000002_0,4
49732639,Launching attempt_<*>_0001_m_000000_0,4
2e232ace,Launching attempt_<*>_0001_m_000005_0,4
9a034b34,Launching attempt_<*>_0001_m_000001_0,4
b00bfa17,Launching attempt_<*>_0001_m_000012_0,1
79ca2308,Launching attempt_<*>_0001_m_000003_0,4
62b1d94b,Launching attempt_<*>_0001_m_000006_0,4
badeadee,Launching attempt_<*>_0001_m_000008_0,4
6a7cabb6,Launching attempt_<*>_0001_m_000007_0,4
62d16034,Launching attempt_<*>_0001_m_000004_0,4
29c02d67,Launching attempt_<*>_0001_m_000009_0,4
3d02ed23,Launching attempt_<*>_0001_m_000011_0,1
f9157e85,Launching attempt_<*>_0001_m_000010_0,1
2d22b42d,KILLING attempt_<*>_0001_m_000004_0,4
3d42a708,After Scheduling: PendingReds:0 <*> ScheduledReds:1 <*> AssignedReds:0 <*> CompletedReds:0 <*> ContRel:0 <*> <*>,71
cd75a3a5,KILLING attempt_<*>_0001_m_000007_0,4
dea9bf67,KILLING attempt_<*>_0001_m_000003_0,4
6f3c40b7,Before Scheduling: PendingReds:0 <*> ScheduledReds:1 <*> AssignedReds:0 <*> CompletedReds:0 <*> ContRel:0 <*> <*>,51
b2c6170a,Launching attempt_<*>_0001_m_000000_1,3
e946983d,KILLING attempt_<*>_0001_m_000002_0,4
6de716a8,KILLING attempt_<*>_0001_m_000001_0,4
c6cc4652,KILLING attempt_<*>_0001_m_000006_0,4
47ffcf2d,Launching attempt_<*>_0001_r_000000_0,4
ab9e66de,Launching attempt_<*>_0001_m_000012_1,1
45a5cf2e,Launching attempt_<*>_0001_m_000008_1,1
3b4258f4,KILLING attempt_<*>_0001_m_000000_1,3
599a4f09,KILLING attempt_<*>_0001_m_000000_0,4
f195a11a,Launching attempt_<*>_0001_m_000010_1,1
cf50fb6a,After Scheduling: PendingReds:0 <*> ScheduledReds:0 <*> AssignedReds:1 <*> CompletedReds:0 <*> ContRel:0 <*> <*>,71
4ba0444a,Launching attempt_<*>_0001_m_000005_1,1
5932a086,KILLING attempt_<*>_0001_m_000012_1,1
e720162c,KILLING attempt_<*>_0001_m_000012_0,1
1830304d,Launching attempt_<*>_0001_m_000011_1,1
31701a31,KILLING attempt_<*>_0001_m_000008_1,1
ba2354fa,KILLING attempt_<*>_0001_m_000008_0,4
1943e68a,KILLING attempt_<*>_0001_m_000010_1,1
1fa1c9fe,KILLING attempt_<*>_0001_m_000010_0,1
1a23636d,KILLING attempt_<*>_0001_m_000005_1,1
54a2932a,KILLING attempt_<*>_0001_m_000005_0,4
97c18e95,KILLING attempt_<*>_0001_m_000009_0,4
1cb2a652,KILLING attempt_<*>_0001_m_000011_0,1
08e9c3cc,KILLING attempt_<*>_0001_m_000011_1,1
77de7fd6,TaskAttempt killed because it ran on unusable node <*> <*>,25
8630755a,Launching attempt_<*>_0001_m_000009_1,1
f849d922,Launching attempt_<*>_0001_m_000011_2,1
dd4f9671,Launching attempt_<*>_0001_m_000009_2,1
e291471a,KILLING attempt_<*>_0001_r_000000_0,4
a0129d0b,After Scheduling: PendingReds:0 ScheduledMaps:0 ScheduledReds:0 <*> AssignedReds:0 <*> <*> <*> ContRel:0 <*> <*>,16
f36afd58,KILLING attempt_<*>_0001_m_000011_2,1
f406f0d7,Before Scheduling: PendingReds:0 <*> ScheduledReds:0 <*> AssignedReds:0 <*> <*> <*> ContRel:0 <*> RackLocal:4,3
bf75c1a3,KILLING attempt_<*>_0001_m_000009_1,1
381dfb45,KILLING attempt_<*>_0001_m_000009_2,1
4fad46a3,Abandoning BP-<*>-<*>-<*>:blk_<*>_2121,1
a29742c1,Final Stats: PendingReds:0 ScheduledMaps:0 ScheduledReds:0 AssignedMaps:0 <*> <*> <*> <*> ContRel:0 <*> <*>,12
9f7ed9de,Launching attempt_<*>_0021_m_000003_0,1
36c6a7cc,Launching attempt_<*>_0021_m_000007_0,1
011c6755,Launching attempt_<*>_0021_m_000004_0,1
4af1d384,Launching attempt_<*>_0021_m_000002_0,1
b005b138,Launching attempt_<*>_0021_m_000001_0,1
4efc44b5,Launching attempt_<*>_0021_m_000009_0,1
d3645300,Launching attempt_<*>_0021_m_000006_0,1
f1b3398f,Launching attempt_<*>_0021_m_000000_0,1
58151c1c,Launching attempt_<*>_0021_m_000005_0,1
f484081f,Launching attempt_<*>_0021_m_000008_0,1
c8d8402e,KILLING attempt_<*>_0021_m_000009_0,1
1a8d1964,KILLING attempt_<*>_0021_m_000008_0,1
69cf9ab2,KILLING attempt_<*>_0021_m_000004_0,1
395116b4,KILLING attempt_<*>_0021_m_000003_0,1
61fae7a1,KILLING attempt_<*>_0021_m_000000_0,1
2d49a999,Launching attempt_<*>_0021_r_000000_0,1
131cd6bf,getResources() for <*> <*> release= 0 newContainers=0 finishedContainers=0 <*> <*> <*>,24
8be466d1,Launching attempt_<*>_0021_m_000001_1,1
86561bba,KILLING attempt_<*>_0021_m_000006_0,1
8678bd36,KILLING attempt_<*>_0021_m_000007_0,1
b3a7a8d4,KILLING attempt_<*>_0021_m_000002_0,1
1d1bf265,KILLING attempt_<*>_0021_m_000005_0,1
4ffa8a97,KILLING attempt_<*>_0021_m_000001_0,1
8ca39b9b,KILLING attempt_<*>_0021_m_000001_1,1
c3854a25,KILLING attempt_<*>_0021_r_000000_0,1
4e031e32,Connection retry failed with 4 attempts in 180 seconds,1
44b2f203,Failed to connect to MININT-FNANLI5.fareast.corp.microsoft.com:<*> with 1 map outputs,1
3f51ed8d,Reporting fetch failure for attempt_<*>_0004_m_000005_0 to jobtracker.,1
721fc5ae,Launching attempt_<*>_0004_r_000000_1000,1
c65beb3a,Launching attempt_<*>_0004_m_000002_1000,1
739727fa,Launching attempt_<*>_0004_m_000004_1000,1
e5910630,Launching attempt_<*>_0004_m_000009_1000,1
4738abf9,Launching attempt_<*>_0004_m_000002_1001,1
2f7559f1,Launching attempt_<*>_0004_m_000009_1001,1
04ef2a2b,KILLING attempt_<*>_0004_m_000004_1000,1
6a44b84f,KILLING attempt_<*>_0004_m_000009_1000,1
0be44dca,KILLING attempt_<*>_0004_m_000009_1001,1
d076e191,KILLING attempt_<*>_0004_m_000002_1000,1
dbcb544f,KILLING attempt_<*>_0004_m_000002_1001,1
7802bb18,Ramping down all scheduled reduces:0,100
6e6828d7,Going to preempt 1 due to lack of space for maps,100
1ea0748f,Preempting attempt_<*>_0004_r_000000_1000,1
faa3fff1,KILLING attempt_<*>_0004_r_000000_1000,1
04717c2b,Before Scheduling: PendingReds:1 <*> ScheduledReds:0 AssignedMaps:0 <*> <*> CompletedReds:0 <*> ContRel:0 <*> RackLocal:0,53
9c7d8659,"completedMapPercent 0.<*> totalResourceLimit:<memory:1024, vCores:-12> finalMapResourceLimit:<memory:512, vCores:-6> finalReduceResourceLimit:<memory:512, vCores:-6> netScheduledMapResource:<memory:1024, vCores:1> netScheduledReduceResource:<memory:1024, vCores:1>",1
5eebb907,Reduce preemption successful attempt_<*>_0004_r_000000_1000,1
4576a919,Launching attempt_<*>_0004_m_000005_1000,1
c3d40e79,Launching attempt_<*>_0004_r_000000_1001,1
40e85f74,KILLING attempt_<*>_0004_m_000005_1000,1
6c77e8e1,KILLING attempt_<*>_0004_r_000000_1001,1
00bd949b,Launching attempt_<*>_0004_m_000010_0,1
315059c7,Launching attempt_<*>_0004_m_000001_0,4
a4e0d4aa,Launching attempt_<*>_0004_m_000003_0,4
c7e26132,Launching attempt_<*>_0004_m_000006_0,4
706dddc0,Launching attempt_<*>_0004_m_000007_0,4
d03fb68d,Launching attempt_<*>_0004_m_000009_0,4
97560444,Launching attempt_<*>_0004_m_000004_0,4
d5266e1a,Launching attempt_<*>_0004_m_000002_0,4
5241459f,Launching attempt_<*>_0004_m_000005_0,4
766c75f8,Launching attempt_<*>_0004_m_000000_0,4
d9f38f58,Launching attempt_<*>_0004_m_000008_0,4
fc8d768a,Launching attempt_<*>_0004_m_000012_0,1
632a6f9d,Launching attempt_<*>_0004_m_000011_0,1
eb055e5c,KILLING attempt_<*>_0004_m_000010_0,1
6412b5f8,Before Scheduling: <*> <*> <*> AssignedMaps:13 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:14 ContRel:1 HostLocal:10 RackLocal:3,2
e747cdf0,After Scheduling: PendingReds:0 <*> <*> <*> <*> CompletedMaps:1 CompletedReds:0 <*> ContRel:1 HostLocal:10 RackLocal:3,3
fbb06f20,Launching attempt_<*>_0004_r_000000_0,4
922db85f,KILLING attempt_<*>_0004_m_000001_0,4
14b4f26f,KILLING attempt_<*>_0004_m_000011_0,1
37c340b5,Launching attempt_<*>_0004_m_000000_1,4
620f7119,KILLING attempt_<*>_0004_m_000003_0,4
40d5728f,KILLING attempt_<*>_0004_m_000006_0,4
f4a21c3a,KILLING attempt_<*>_0004_m_000007_0,4
c3a515aa,KILLING attempt_<*>_0004_m_000008_0,4
fc5a864d,KILLING attempt_<*>_0004_m_000012_0,1
72f18d83,KILLING attempt_<*>_0004_m_000000_1,4
c1a8c09d,KILLING attempt_<*>_0004_m_000000_0,4
0bd884a8,Launching attempt_<*>_0004_m_000007_1,1
744f79c8,KILLING attempt_<*>_0004_m_000002_0,4
3d8470d7,KILLING attempt_<*>_0004_m_000004_0,4
b46cf7e7,KILLING attempt_<*>_0004_m_000009_0,4
dfe60bf9,Launching attempt_<*>_0004_m_000003_1,2
042ebf66,KILLING attempt_<*>_0004_m_000007_1,1
0648ed27,Launching attempt_<*>_0004_m_000008_1,1
715c983c,getResources() for <*> <*> release= 0 <*> finishedContainers=0 <*> <*> knownNMs=4,47
ac272351,Launching attempt_<*>_0004_m_000006_1,3
5dca0efe,Launching attempt_<*>_0004_m_000012_1,1
53818fe5,Launching attempt_<*>_0004_m_000003_2,2
8a26b73f,KILLING attempt_<*>_0004_m_000005_0,4
f7558028,Diagnostics report from <*>,15
e053f7bd,KILLING attempt_<*>_0004_m_000006_1,3
7d496127,KILLING attempt_<*>_0004_m_000008_1,1
6b085b96,KILLING attempt_<*>_0004_m_000012_1,1
84e0af65,KILLING attempt_<*>_0004_m_000003_2,2
7a2e0cdd,KILLING attempt_<*>_0004_m_000003_1,2
56f1f7d9,Error communicating with RM: Resource Manager doesn't recognize AttemptId: <*>,2
f28a43ae,Launching attempt_<*>_0004_m_000002_1,1
5e2ea4a8,After Scheduling: PendingReds:0 <*> <*> <*> AssignedReds:0 <*> CompletedReds:0 <*> ContRel:0 HostLocal:9 <*>,4
7df952ac,KILLING attempt_<*>_0004_r_000000_0,3
9574b22a,"completedMapPercent 0.2 totalResourceLimit:<memory:9216, vCores:-18> finalMapResourceLimit:<memory:7373, vCores:-15> finalReduceResourceLimit:<memory:1843, vCores:-3> netScheduledMapResource:<memory:<*>, <*> netScheduledReduceResource:<memory:0, vCores:0>",2
ed8ccc16,Launching attempt_<*>_0004_r_000000_1,1
d71e6369,Launching attempt_<*>_0004_m_000006_2,1
dc0fbff0,KILLING attempt_<*>_0004_m_000002_1,1
1d6b6293,KILLING attempt_<*>_0004_m_000006_2,1
a7a812a8,KILLING attempt_<*>_0004_r_000000_1,1
188c8a78,Launching attempt_<*>_0016_m_000002_0,2
d6be0d64,Launching attempt_<*>_0016_m_000004_0,2
9de1a159,Launching attempt_<*>_0016_m_000007_0,2
9f49f72f,Launching attempt_<*>_0016_m_000001_0,2
c21c9ef5,Launching attempt_<*>_0016_m_000006_0,2
6bb3be34,Launching attempt_<*>_0016_m_000000_0,2
a5d594d3,Launching attempt_<*>_0016_m_000008_0,2
bdd6664f,Launching attempt_<*>_0016_m_000005_0,2
d24fe965,Launching attempt_<*>_0016_m_000003_0,2
c706a62f,Launching attempt_<*>_0016_m_000009_0,2
ee75ce20,KILLING attempt_<*>_0016_m_000009_0,2
f244738e,getResources() for <*> <*> release= 0 newContainers=1 <*> <*> <*> knownNMs=5,4
c22cafa2,Launching attempt_<*>_0016_m_000000_1,1
047b1490,Launching attempt_<*>_0016_r_000000_0,2
5725a9ac,Launching attempt_<*>_0016_m_000004_1,2
125df76b,Launching attempt_<*>_0016_m_000002_1,1
4524eaaa,KILLING attempt_<*>_0016_m_000007_0,2
f36323aa,KILLING attempt_<*>_0016_m_000006_0,2
c8cd0b45,KILLING attempt_<*>_0016_m_000008_0,2
5738e21f,KILLING attempt_<*>_0016_m_000002_0,2
63f47bb7,KILLING attempt_<*>_0016_m_000002_1,1
dcdd36c2,KILLING attempt_<*>_0016_m_000003_0,2
2cf60ca9,KILLING attempt_<*>_0016_m_000001_0,2
5d344062,KILLING attempt_<*>_0016_m_000004_0,2
a79cb8db,KILLING attempt_<*>_0016_m_000004_1,2
6695c883,KILLING attempt_<*>_0016_m_000005_0,2
630d8e37,KILLING attempt_<*>_0016_m_000000_0,2
d3d8a982,KILLING attempt_<*>_0016_m_000000_1,1
99f1426a,MapCompletionEvents reques,1
62461f94,Abandoning BP-<*>-<*>-<*>:blk_<*>_2287,1
5da9f649,Abandoning BP-<*>-<*>-<*>:blk_<*>_2253,1
b9185fde,Launching attempt_<*>_0008_r_000000_1000,1
795f4578,KILLING attempt_<*>_0008_r_000000_1000,1
f357d96a,Launching attempt_<*>_0008_m_000005_0,1
de2f0717,Launching attempt_<*>_0008_m_000001_0,1
e42de3ae,Launching attempt_<*>_0008_m_000008_0,1
6401f57b,Launching attempt_<*>_0008_m_000000_0,1
64d8053c,Launching attempt_<*>_0008_m_000002_0,1
6cf1719f,Launching attempt_<*>_0008_m_000003_0,1
c17082d2,Launching attempt_<*>_0008_m_000004_0,1
8aabe536,Launching attempt_<*>_0008_m_000006_0,1
d4b4c574,Launching attempt_<*>_0008_m_000007_0,1
22b0451c,Launching attempt_<*>_0008_m_000009_0,1
e481d007,KILLING attempt_<*>_0008_m_000003_0,1
046ebc38,getResources() for <*> <*> release= 0 newContainers=0 finishedContainers=1 <*> <*> <*>,8
6c6f03b3,KILLING attempt_<*>_0008_m_000002_0,1
be010744,KILLING attempt_<*>_0008_m_000000_0,1
9a15136f,KILLING attempt_<*>_0008_m_000004_0,1
01ea56bc,Launching attempt_<*>_0008_r_000000_0,1
8a0fdd1a,Launching attempt_<*>_0008_m_000009_1,1
10d41fb9,KILLING attempt_<*>_0008_m_000006_0,1
61157bcb,KILLING attempt_<*>_0008_m_000007_0,1
88d22221,KILLING attempt_<*>_0008_m_000005_0,1
e7d4b2b7,KILLING attempt_<*>_0008_m_000008_0,1
28fb554c,KILLING attempt_<*>_0008_m_000009_0,1
35df722e,KILLING attempt_<*>_0008_m_000009_1,1
9947aef1,KILLING attempt_<*>_0008_m_000001_0,1
422c1b92,Launching attempt_<*>_0009_m_000000_0,1
b5920ebd,Launching attempt_<*>_0009_m_000008_0,1
bfb36076,Launching attempt_<*>_0009_m_000001_0,1
c4525650,Launching attempt_<*>_0009_m_000009_0,1
265df575,Launching attempt_<*>_0009_m_000007_0,1
0e382609,Launching attempt_<*>_0009_m_000004_0,1
18573683,Launching attempt_<*>_0009_m_000005_0,1
673016f1,Launching attempt_<*>_0009_m_000006_0,1
8984da32,Launching attempt_<*>_0009_m_000003_0,1
b9d3b4d9,Launching attempt_<*>_0009_m_000002_0,1
0b4eae39,KILLING attempt_<*>_0009_m_000008_0,1
6ab7cfb1,KILLING attempt_<*>_0009_m_000001_0,1
ba7aa1d7,KILLING attempt_<*>_0009_m_000005_0,1
446a5b9b,KILLING attempt_<*>_0009_m_000003_0,1
3d72ca26,KILLING attempt_<*>_0009_m_000000_0,1
d57fde30,KILLING attempt_<*>_0009_m_000006_0,1
d2aaab1f,KILLING attempt_<*>_0009_m_000009_0,1
dcc813af,Launching attempt_<*>_0009_r_000000_0,1
bfa1c54d,Launching attempt_<*>_0009_m_000004_1,1
cfd6bc0d,Launching attempt_<*>_0009_m_000003_1,1
014629aa,Launching attempt_<*>_0009_m_000000_1,1
89e5994d,Launching attempt_<*>_0009_m_000006_1,1
9a8b86ef,Launching attempt_<*>_0009_m_000006_2,1
e3967356,KILLING attempt_<*>_0009_m_000004_0,1
12b76c53,KILLING attempt_<*>_0009_m_000004_1,1
046dc3b1,KILLING attempt_<*>_0009_m_000007_0,1
80b0e688,KILLING attempt_<*>_0009_m_000002_0,1
a29bdbb8,KILLING attempt_<*>_0009_m_000003_1,1
ba502e3b,KILLING attempt_<*>_0009_m_000000_1,1
787e1c64,KILLING attempt_<*>_0009_m_000006_1,1
82d540bf,KILLING attempt_<*>_0009_m_000006_2,1
98959e1d,KILLING attempt_<*>_0009_r_000000_0,1
413c0461,Before Scheduling: PendingReds:0 <*> ScheduledReds:0 <*> AssignedReds:0 <*> CompletedReds:0 <*> ContRel:0 <*> <*>,9
da8c1f79,Launching attempt_<*>_0009_m_000009_1,1
1b4b29dc,Launching attempt_<*>_0009_m_000009_2,1
1f6ebd8f,KILLING attempt_<*>_0009_m_000009_1,1
f93842b7,KILLING attempt_<*>_0009_m_000009_2,1
88489ede,Launching attempt_<*>_0014_m_000000_0,2
5d5078c1,Launching attempt_<*>_0014_m_000001_0,2
1d003323,Launching attempt_<*>_0014_m_000002_0,2
9fed95ed,Launching attempt_<*>_0014_m_000003_0,2
10246d9e,Launching attempt_<*>_0014_m_000004_0,2
ebf4436e,Launching attempt_<*>_0014_m_000005_0,2
839a48d9,Launching attempt_<*>_0014_m_000006_0,2
2d3c52f4,Launching attempt_<*>_0014_m_000007_0,2
084c1a2e,Launching attempt_<*>_0014_m_000008_0,2
4c484732,Launching attempt_<*>_0014_m_000009_0,2
8b5bf99a,KILLING attempt_<*>_0014_m_000009_0,2
007d2266,"completedMapPercent 0.1 totalResourceLimit:<memory:<*>, <*> <*> <*> <*> <*> netScheduledMapResource:<memory:<*>, vCores:11> netScheduledReduceResource:<memory:0, vCores:0>",11
1c3bafa8,Launching attempt_<*>_0014_m_000000_1,2
cb41f2c3,Launching attempt_<*>_0014_r_000000_0,2
4a9e8542,Launching attempt_<*>_0014_m_000001_1,2
647c9f72,Abandoning BP-<*>-<*>-<*>:blk_<*>_1713,1
a2a3b085,KILLING attempt_<*>_0014_m_000006_0,2
74238e05,KILLING attempt_<*>_0014_m_000007_0,2
50988c5a,KILLING attempt_<*>_0014_m_000002_0,2
0950743a,Launching attempt_<*>_0014_m_000008_1,1
cdccf9a1,KILLING attempt_<*>_0014_m_000004_0,2
dd889e85,KILLING attempt_<*>_0014_m_000003_0,2
50de991b,KILLING attempt_<*>_0014_m_000005_0,2
54fe9d02,KILLING attempt_<*>_0014_m_000008_0,2
d1ba5006,KILLING attempt_<*>_0014_m_000008_1,1
67963842,KILLING attempt_<*>_0014_m_000000_1,1
379a5d6a,KILLING attempt_<*>_0014_m_000000_0,1
7a708ae9,KILLING attempt_<*>_0014_m_000001_1,2
f6426c40,KILLING attempt_<*>_0014_m_000001_0,2
e77ca8bc,KILLING attempt_<*>_0014_r_000000_0,2
26990679,Launching attempt_<*>_0020_m_000003_1,1
ac32f5dd,Launching attempt_<*>_0020_r_000000_0,2
664a1b0a,Launching attempt_<*>_0020_m_000002_1,1
e6647d00,Launching attempt_<*>_0020_m_000001_1,1
cc9ecfe7,Launching attempt_<*>_0020_m_000000_1,1
fad72846,KILLING attempt_<*>_0020_m_000001_1,1
3bbc4d42,KILLING attempt_<*>_0020_m_000002_1,1
1e8d5b1c,KILLING attempt_<*>_0020_m_000000_1,1
a4e1f0c4,KILLING attempt_<*>_0020_m_000003_1,1
f5cd7de1,KILLING attempt_<*>_0020_r_000000_0,2
30edf2b6,Launching attempt_<*>_0005_m_000006_0,5
31403f1b,Launching attempt_<*>_0005_m_000007_0,5
cd5a1364,Launching attempt_<*>_0005_m_000005_0,5
ef5f9966,Launching attempt_<*>_0005_m_000002_0,5
37656b1b,Launching attempt_<*>_0005_m_000004_0,5
887b9aad,Launching attempt_<*>_0005_m_000000_0,5
8296d558,Launching attempt_<*>_0005_m_000008_0,5
19dd999d,Launching attempt_<*>_0005_m_000001_0,5
88ff07b2,Launching attempt_<*>_0005_m_000003_0,5
59e2c51b,Launching attempt_<*>_0005_m_000009_0,5
71eaca87,KILLING attempt_<*>_0005_m_000000_0,5
025e4c5a,KILLING attempt_<*>_0005_m_000005_0,5
81447b34,KILLING attempt_<*>_0005_m_000003_0,5
c16d015f,KILLING attempt_<*>_0005_m_000001_0,5
dd57713c,KILLING attempt_<*>_0005_m_000004_0,5
9f5d4c4e,KILLING attempt_<*>_0005_m_000002_0,5
75ecf35c,Launching attempt_<*>_0005_r_000000_0,5
1285999e,Launching attempt_<*>_0005_m_000008_1,4
50e3518b,Launching attempt_<*>_0005_m_000006_1,2
78462b47,Launching attempt_<*>_0005_m_000009_1,2
bc83473d,KILLING attempt_<*>_0005_r_000000_0,5
7bf80990,KILLING attempt_<*>_0005_m_000006_1,2
becb97cc,KILLING attempt_<*>_0005_m_000008_1,4
034a16ba,"completedMapPercent 0.6 totalResourceLimit:<memory:5120, vCores:-22> finalMapResourceLimit:<memory:2560, vCores:-11> finalReduceResourceLimit:<memory:2560, vCores:-11> netScheduledMapResource:<memory:7168, vCores:7> netScheduledReduceResource:<memory:0, vCores:0>",1
06bd6ddf,Launching attempt_<*>_0005_r_000000_1,2
1df40525,KILLING attempt_<*>_0005_m_000009_1,2
9e38c0dc,KILLING attempt_<*>_0005_m_000009_0,5
69e47d6e,KILLING attempt_<*>_0005_m_000007_0,5
0733028e,Launching attempt_<*>_0005_m_000006_2,2
606ffeb8,Launching attempt_<*>_0005_m_000008_2,2
bd64eb4a,KILLING attempt_<*>_0005_m_000008_0,5
c76ca99d,KILLING attempt_<*>_0005_m_000008_2,2
5e737a7d,KILLING attempt_<*>_0005_m_000006_0,5
22c2b837,KILLING attempt_<*>_0005_m_000006_2,2
